Actual,Predicted
65.97,65.97000000000001
170.0,170.0
65.0,65.0
200.0,200.0
70.97,70.97000000000006
80.0,80.0
146.97,146.96999999999977
150.0,150.0
51.97,51.969999999999985
38.97,38.96999999999992
40.0,40.0
51.97,51.969999999999985
100.0,100.0
171.99,171.9899999999999
140.0,140.0
105.0,105.0
85.0,85.0
28.97,28.969999999999956
175.0,175.0
150.0,150.0
40.0,40.0
32.0,32.0
55.97,55.97
130.0,130.0
110.97,110.9299999999999
125.0,125.0
68.0,68.0
95.0,95.0
135.0,135.0
130.0,130.0
390.0,390.0
175.0,175.0
90.0,90.0
95.0,95.0
40.0,40.0
47.0,47.0
80.0,80.0
70.0,70.0
165.0,165.0
120.0,120.0
160.0,160.0
45.0,45.0
80.0,80.0
355.0,355.0
85.0,85.0
58.97,58.97000000000002
210.0,210.0
105.0,105.0
106.97,106.9700000000004
165.0,165.0
380.0,380.0
65.0,65.0
80.0,80.0
70.0,70.0
245.0,245.0
100.0,100.0
125.0,125.0
61.97,61.97000000000003
47.5,47.5
68.0,68.0
50.0,50.0
125.0,125.0
125.0,125.0
260.0,260.0
110.0,110.0
147.99,147.9899999999999
105.0,105.0
17.97,17.970000000000024
110.0,110.0
135.0,135.0
90.0,90.0
105.97,105.96999999999991
125.0,125.0
40.0,40.0
85.0,85.0
50.97,50.969999999999985
120.0,120.0
80.0,80.0
120.0,120.0
126.97,126.96999999999981
110.97,110.96999999999989
21.97,21.96999999999999
375.0,375.0
64.0,64.0
30.0,30.0
165.0,165.0
60.0,60.0
28.97,28.969999999999946
30.0,30.0
170.0,170.0
16.97,16.970000000000024
85.0,85.0
170.0,170.0
55.0,55.0
160.0,160.0
78.97,78.97000000000007
60.0,60.0
95.0,95.0
70.0,70.0
85.0,85.0
45.0,45.0
75.0,75.0
51.97,51.969999999999985
31.97,31.9699999999999
68.0,68.0
75.0,75.0
92.97,92.97
85.0,85.0
80.0,80.0
150.0,150.0
32.0,32.0
130.0,130.0
17.97,17.970000000000024
145.0,145.0
98.97,98.96999999999994
330.0,330.0
170.0,170.0
182.99,182.99000000000007
64.0,64.0
45.0,45.0
130.0,130.0
122.99,122.9899999999998
85.0,85.0
95.0,95.0
40.0,40.0
133.99,133.98999999999998
145.0,145.0
82.97,82.97000000000006
99.97,99.96999999999994
120.0,120.0
175.0,175.0
145.0,145.0
85.0,85.0
74.97,74.97000000000006
58.97,58.9700000000001
125.0,125.0
115.0,115.0
175.0,175.0
125.0,125.0
68.0,68.0
25.97,25.969999999999963
210.0,210.0
50.0,50.0
165.0,165.0
135.0,135.0
55.0,55.0
65.0,65.0
30.97,30.20999999999995
120.99,120.99000000000038
90.0,90.0
80.0,80.0
130.0,130.0
95.0,95.0
130.0,130.0
80.0,80.0
85.0,85.0
125.0,125.0
31.97,31.969999999999896
32.97,32.96999999999994
150.0,150.0
150.0,150.0
28.97,28.969999999999946
147.99,147.9899999999999
60.0,60.0
168.99,168.84999999999985
69.97,69.97000000000003
44.97,44.96999999999991
45.0,45.0
21.97,21.96999999999999
44.0,44.0
125.0,125.0
100.0,100.0
24.97,24.969999999999974
55.0,55.0
130.0,130.0
55.0,55.0
65.0,65.0
45.0,45.0
120.99,120.99000000000038
145.0,145.0
182.99,182.99000000000007
65.97,65.97000000000004
106.97,106.9700000000004
105.0,105.0
125.0,125.0
190.0,190.0
123.97,123.96999999999984
40.0,40.0
85.0,85.0
105.0,105.0
147.99,147.9899999999999
41.97,41.96999999999989
160.0,160.0
40.0,40.0
58.97,58.9700000000001
37.0,37.0
50.0,50.0
110.0,110.0
142.97,142.96999999999977
115.0,115.0
60.0,60.0
75.0,75.0
85.0,85.0
80.0,80.0
75.0,75.0
80.0,80.0
57.0,57.0
85.0,85.0
175.0,175.0
120.0,120.0
130.0,130.0
80.0,80.0
45.0,45.0
105.0,105.0
35.0,35.0
48.0,48.0
130.0,130.0
120.99,120.99000000000038
65.0,65.0
130.0,130.0
30.97,30.95999999999995
135.0,135.0
65.0,65.0
65.0,65.0
100.0,100.0
120.0,120.0
35.0,35.0
70.0,70.0
100.0,100.0
120.0,120.0
68.0,68.0
35.0,35.0
95.0,95.0
90.0,90.0
135.0,135.0
130.0,130.0
36.97,36.96999999999992
160.0,160.0
165.0,165.0
157.97,157.96999999999971
165.0,165.0
39.97,39.969999999999914
25.0,25.0
155.0,155.0
55.0,55.0
120.0,120.0
40.0,40.0
100.0,100.0
55.0,55.0
110.0,110.0
180.0,180.0
123.97,123.96999999999984
78.0,78.0
155.0,155.0
80.0,80.0
225.0,225.0
125.0,125.0
95.0,95.0
65.0,65.0
28.97,28.979999999999958
90.0,90.0
113.97,113.96999999999987
85.0,85.0
75.0,75.0
85.97,85.97000000000007
28.0,28.0
58.97,58.97000000000002
180.0,180.0
100.0,100.0
65.0,65.0
130.0,130.0
55.0,55.0
175.0,175.0
85.0,85.0
175.0,175.0
75.0,75.0
90.0,90.0
100.0,100.0
170.0,170.0
36.0,36.0
45.0,45.0
31.97,31.969999999999896
65.0,65.0
50.0,50.0
56.97,56.35000000000001
105.0,105.0
85.0,85.0
85.0,85.0
164.99,164.98999999999992
55.0,55.0
395.0,395.0
40.0,40.0
137.97,137.96999999999977
80.0,80.0
37.0,37.0
105.0,105.0
30.97,30.96999999999995
32.0,32.0
150.0,150.0
100.0,100.0
135.0,135.0
68.0,68.0
55.0,55.0
75.0,75.0
75.97,75.97000000000004
44.97,44.96999999999991
90.0,90.0
190.0,190.0
45.0,45.0
150.0,150.0
42.0,42.0
85.97,85.97000000000007
80.0,80.0
135.0,135.0
80.0,80.0
40.0,40.0
95.0,95.0
185.0,185.0
125.0,125.0
80.0,80.0
58.0,58.0
14.97,15.050000000000022
37.97,37.969999999999885
105.0,105.0
51.97,51.969999999999985
60.0,60.0
175.0,175.0
32.0,32.0
68.97,68.97000000000004
28.97,28.969999999999946
45.0,45.0
205.0,205.0
90.0,90.0
95.0,95.0
64.0,64.0
69.97,69.97000000000003
200.0,200.0
89.97,89.97
75.0,75.0
90.0,90.0
235.0,235.0
51.97,51.969999999999985
200.0,200.0
36.0,36.0
32.0,32.0
270.0,270.0
64.0,64.0
180.0,180.0
115.0,115.0
116.97,116.96999999999987
120.99,120.99000000000038
80.0,80.0
55.97,55.97
190.0,190.0
175.0,175.0
140.99,140.98999999999984
310.0,310.0
85.0,85.0
144.97,144.96999999999977
210.0,210.0
80.0,80.0
125.0,125.0
55.0,55.0
47.0,47.0
100.0,100.0
78.97,78.97000000000007
65.0,65.0
80.0,80.0
55.0,55.0
25.0,25.0
103.97,103.96999999999993
130.0,130.0
85.97,85.97000000000007
75.0,75.0
340.0,340.0
80.0,80.0
54.0,54.0
210.0,210.0
185.0,185.0
80.0,80.0
80.0,80.0
54.97,54.96
100.0,100.0
105.97,105.96999999999991
45.97,45.96999999999994
70.0,70.0
28.97,28.969999999999956
85.0,85.0
120.99,120.99000000000038
120.99,120.99000000000038
119.0,118.99
120.99,120.99000000000038
125.0,125.0
155.0,155.0
105.0,105.0
24.0,24.0
36.0,36.0
165.0,165.0
53.0,52.9194
170.0,170.0
35.0,35.0
75.0,75.0
225.0,225.0
60.0,60.0
140.99,140.98999999999984
105.0,105.0
147.99,147.9899999999999
75.0,75.0
75.0,75.0
190.0,190.0
120.99,120.99000000000038
26.97,26.969999999999967
110.0,110.0
62.97,62.970000000000006
85.0,85.0
105.0,105.0
190.0,190.0
100.0,100.0
210.0,210.0
100.0,100.0
142.97,142.96999999999977
58.97,58.9700000000001
95.0,95.0
99.97,99.96999999999994
47.0,47.0
210.0,210.0
210.0,210.0
95.0,95.0
30.97,30.96999999999995
45.0,45.0
350.0,350.0
255.0,255.0
35.97,35.96999999999991
190.0,190.0
160.0,160.0
42.0,42.0
135.0,135.0
120.99,120.99000000000038
85.0,85.0
41.97,41.96999999999989
44.97,44.969999999999935
75.0,75.0
135.0,135.0
64.0,64.0
105.0,105.0
260.0,260.0
26.97,26.969999999999967
80.0,80.0
264.99,265.0698000000005
75.0,75.0
55.0,55.0
35.0,35.0
51.97,51.969999999999985
56.97,57.02000000000001
85.0,85.0
125.0,125.0
35.0,35.0
44.97,44.969999999999935
29.97,29.969999999999956
130.0,130.0
115.0,115.0
48.97,48.96999999999994
26.0,26.0
130.0,130.0
25.0,25.0
44.0,44.0
200.0,200.0
147.99,147.9899999999999
68.0,68.0
200.0,200.0
125.0,125.0
210.0,210.0
115.0,115.0
30.0,30.0
85.97,85.97000000000007
22.0,22.0
45.0,45.0
165.0,165.0
80.0,80.0
58.97,58.9700000000001
150.0,150.0
50.0,50.0
260.0,260.0
210.0,210.0
175.0,175.0
150.0,150.0
40.0,40.0
70.0,70.0
48.0,48.0
35.0,35.0
120.99,120.99000000000038
130.0,130.0
210.0,210.0
70.0,70.0
35.0,35.0
140.0,140.0
95.0,95.0
42.0,42.0
260.0,260.0
210.0,210.0
75.0,75.0
171.99,171.9899999999999
75.0,75.0
42.0,42.0
120.99,120.99000000000038
210.0,210.0
140.0,140.0
135.0,135.0
90.0,90.0
100.0,100.0
65.0,65.0
45.0,45.0
78.0,78.0
130.0,130.0
65.0,65.0
80.0,80.0
170.0,170.0
150.0,150.0
64.0,64.0
58.0,58.0
175.0,175.0
65.0,65.0
48.0,48.0
150.0,150.0
47.0,47.0
170.0,170.0
125.0,125.0
65.97,65.97000000000004
55.0,55.0
240.0,240.0
170.0,170.0
35.0,35.0
45.0,45.0
110.0,110.0
106.97,106.9700000000004
81.97,82.13000000000007
170.0,170.0
185.0,185.0
39.97,39.959999999999916
26.97,26.969999999999967
120.0,120.0
125.0,125.0
125.0,125.0
85.0,85.0
72.97,72.97000000000006
48.0,48.0
68.0,68.0
137.97,137.96999999999977
295.0,295.0
175.0,175.0
50.0,50.0
200.0,200.0
35.0,35.0
31.97,31.969999999999896
150.0,150.0
45.0,45.0
105.0,105.0
24.97,24.969999999999974
100.0,100.0
61.97,61.97000000000003
120.99,120.99000000000038
125.0,125.0
32.0,32.0
105.0,105.0
70.0,70.0
145.0,145.0
25.0,25.0
90.0,90.0
35.97,35.96999999999991
50.0,50.0
58.0,58.0
126.97,126.96999999999981
70.0,70.0
95.0,95.0
55.0,55.0
160.0,160.0
69.97,69.97000000000003
165.0,165.0
60.0,60.0
140.0,140.0
100.0,100.0
85.0,85.0
145.0,145.0
75.0,75.0
70.0,70.0
55.0,55.0
35.97,35.96999999999991
51.97,51.969999999999985
50.0,50.0
125.0,125.0
32.0,32.0
64.0,64.0
40.0,40.0
235.0,235.0
51.97,51.969999999999985
70.97,70.97000000000006
95.0,95.0
50.0,50.0
190.0,190.0
260.0,260.0
35.97,35.96999999999993
40.0,40.0
105.0,105.0
50.0,50.0
100.0,100.0
100.0,100.0
135.0,135.0
200.0,200.0
130.0,130.0
85.0,85.0
260.0,260.0
120.0,120.0
350.0,350.0
90.0,90.0
32.0,32.0
29.97,29.969999999999956
68.0,68.0
180.0,180.0
100.0,100.0
175.0,175.0
60.0,60.0
235.0,235.0
175.0,175.0
70.0,70.0
245.0,245.0
100.0,100.0
40.0,40.0
50.0,50.0
140.0,140.0
150.0,150.0
69.97,69.97000000000003
80.0,80.0
42.0,42.0
90.0,90.0
135.0,135.0
150.0,150.0
90.0,90.0
100.0,100.0
125.0,125.0
157.97,157.96999999999971
50.0,50.0
80.0,80.0
80.0,80.0
105.97,105.96999999999991
64.0,64.0
45.0,45.0
68.0,68.0
85.97,85.97000000000007
125.0,125.0
130.0,130.0
185.0,185.0
110.0,110.0
55.0,55.0
225.0,225.0
210.0,210.0
40.0,40.0
100.0,100.0
168.99,168.9899999999999
30.0,30.0
200.0,200.0
160.0,160.0
165.0,165.0
50.0,50.0
140.0,140.0
200.0,200.0
41.97,41.96999999999989
48.0,48.0
85.0,85.0
45.0,45.0
115.0,115.0
75.0,75.0
30.0,30.0
165.0,165.0
210.0,210.0
45.0,45.0
150.0,150.0
55.0,55.0
40.0,40.0
37.97,37.969999999999885
260.0,260.0
120.0,120.0
380.0,380.0
95.0,95.0
51.97,51.969999999999985
170.0,170.0
250.97,250.97000000000023
40.0,40.0
230.0,230.0
115.0,115.0
165.0,165.0
90.0,90.0
125.0,125.0
115.0,115.0
157.99,157.9899999999998
152.0,152.0
450.0,450.2
190.0,190.0
123.97,123.96999999999984
95.0,95.0
24.0,24.0
125.0,125.0
113.97,113.96999999999987
100.0,100.0
100.0,100.0
38.0,38.0
38.97,38.969999999999914
100.0,100.0
47.97,47.859999999999964
130.0,130.0
225.0,225.0
75.0,75.0
48.97,48.96999999999996
160.0,160.0
95.0,95.0
100.0,100.0
245.0,245.0
85.97,85.97000000000007
100.0,100.0
130.0,130.0
65.0,65.0
40.0,40.0
100.0,100.0
160.0,160.0
155.0,155.0
110.97,110.96999999999989
145.0,145.0
90.0,90.0
256.97,256.9700000000003
90.0,90.0
245.0,245.0
145.0,145.0
75.0,75.0
120.0,120.0
75.97,75.97000000000006
175.0,175.0
50.0,50.0
56.97,56.970000000000006
14.0,13.99
45.0,45.0
65.0,65.0
62.97,62.97
65.0,65.0
75.97,75.97000000000006
150.0,150.0
40.0,40.0
65.0,65.0
100.97,100.96999999999994
100.0,100.0
65.97,65.97000000000001
165.0,165.0
94.97,94.96999999999998
125.0,125.0
130.0,130.0
450.0,450.1
85.0,85.0
58.0,58.0
235.0,235.0
200.0,200.0
130.0,130.0
210.0,210.0
45.0,45.0
80.0,80.0
100.0,100.0
50.0,50.0
165.0,165.0
155.0,155.0
105.0,105.0
100.0,100.0
24.5,24.4947
68.0,68.0
160.97,160.96999999999971
190.0,190.0
125.0,125.0
75.0,75.0
68.0,68.0
39.97,39.969999999999914
135.0,135.0
123.97,123.96999999999984
120.0,120.0
90.0,90.0
85.0,85.0
80.0,80.0
116.97,116.96999999999987
110.0,110.0
48.97,48.96999999999994
28.97,28.969999999999956
116.97,116.96999999999986
80.0,80.0
35.0,35.0
110.0,110.0
175.0,175.0
120.99,120.99000000000038
64.0,64.0
90.0,90.0
90.0,90.0
60.0,60.0
110.0,110.0
90.0,90.0
40.0,40.0
330.0,330.0
190.0,190.0
164.99,164.98999999999992
55.97,55.97
24.97,24.969999999999985
49.97,49.96999999999997
45.0,45.0
64.0,64.0
60.0,60.0
165.0,165.0
200.0,200.0
170.0,170.0
80.0,80.0
60.0,60.0
51.97,51.969999999999985
100.0,100.0
80.0,80.0
85.0,85.0
32.0,32.0
340.0,340.0
105.0,105.0
120.0,120.0
160.0,160.0
130.0,130.0
155.0,155.0
120.0,120.0
45.0,45.0
115.0,115.0
88.97,88.97000000000001
137.97,137.9199999999998
30.0,30.0
12.97,12.840000000000021
128.0,128.0
43.97,43.969999999999935
150.0,150.0
46.97,46.92999999999996
64.0,64.0
41.97,41.96999999999992
95.0,95.0
75.0,75.0
195.0,195.0
80.0,80.0
82.97,82.97000000000006
40.0,40.0
76.97,76.97000000000007
137.97,137.93079999999978
100.0,100.0
180.0,180.0
55.0,55.0
150.0,150.0
60.0,60.0
80.0,80.0
60.97,60.97000000000002
115.0,115.0
75.0,75.0
55.0,55.0
37.0,37.0
150.0,150.0
96.97,96.96999999999997
85.0,85.0
180.0,180.0
130.0,130.0
147.99,147.9899999999999
70.0,70.0
165.0,165.0
55.0,55.0
80.0,80.0
90.0,90.0
120.0,120.0
145.0,145.0
120.0,120.0
80.0,80.0
62.97,62.97
120.99,120.98999999999982
55.97,55.97
48.0,48.0
84.0,84.0
45.0,45.0
130.0,130.0
155.0,155.0
95.0,95.0
91.97,91.97
100.0,100.0
52.97,52.97999999999999
260.0,260.0
100.0,100.0
120.0,120.0
115.0,115.0
130.0,130.0
70.0,70.0
103.97,103.96999999999993
120.0,120.0
24.97,25.00999999999998
28.0,28.0
110.0,110.0
100.0,100.0
100.0,100.0
37.97,37.969999999999885
130.0,130.0
95.0,95.0
55.0,55.0
225.0,225.0
37.97,37.969999999999885
45.0,45.0
98.0,98.0
60.97,60.97000000000002
75.0,75.0
26.97,26.969999999999967
120.0,120.0
106.97,106.9700000000004
75.0,75.0
69.97,69.97000000000003
190.0,190.0
60.0,60.0
170.0,170.0
35.0,35.0
66.97,66.97000000000006
48.0,48.0
65.0,65.0
175.0,175.0
147.99,147.9899999999999
120.0,120.0
80.0,80.0
26.97,26.969999999999967
35.97,35.96999999999991
37.97,37.969999999999885
55.0,55.0
30.0,30.0
95.0,95.0
50.0,50.0
50.0,50.0
210.0,210.0
140.0,140.0
210.0,210.0
210.0,210.0
44.0,44.0
24.0,24.0
100.0,100.0
98.0,98.0
55.0,55.0
245.0,245.0
85.97,85.97000000000007
40.0,40.0
102.97,102.94999999999993
135.0,135.0
165.0,165.0
65.0,65.0
95.0,95.0
65.0,65.0
110.0,110.0
55.0,55.0
68.0,68.0
130.0,130.0
56.97,56.970000000000006
135.0,135.0
190.0,190.0
89.97,89.97
85.0,85.0
37.0,37.0
155.0,155.0
80.0,80.0
45.0,45.0
45.0,45.0
42.0,42.0
100.0,100.0
150.0,150.0
225.0,225.0
40.0,40.0
36.97,37.21999999999992
36.0,36.0
135.0,135.0
350.0,350.2
42.0,42.0
85.0,85.0
58.0,58.0
82.97,82.97000000000006
45.0,45.0
170.0,170.0
150.0,150.0
55.97,55.97
90.0,90.0
105.0,105.0
270.0,270.0
360.0,360.0
120.0,120.0
22.97,22.8406
35.0,35.0
25.97,26.029999999999973
31.97,31.969999999999903
160.0,160.0
55.0,55.0
160.0,160.0
185.0,185.0
55.0,55.0
95.0,95.0
75.0,75.0
85.0,85.0
225.0,225.0
100.0,100.0
245.0,245.0
64.0,64.0
135.0,135.0
75.97,75.97000000000004
80.0,80.0
98.97,98.99999999999994
125.0,125.0
165.0,165.0
37.97,37.969999999999885
70.0,70.0
45.0,45.0
82.97,82.97000000000006
147.99,147.9899999999999
70.0,70.0
22.97,22.95
100.0,100.0
155.0,155.0
130.97,130.9699999999998
170.0,170.0
75.0,75.0
190.0,190.0
235.0,235.0
155.0,155.0
37.0,37.0
135.0,135.0
165.0,165.0
60.0,60.0
147.99,147.9899999999999
29.97,29.969999999999956
175.0,175.0
105.0,105.0
125.0,125.0
133.99,133.98999999999998
85.0,85.0
190.0,190.0
200.0,200.0
80.0,80.0
85.0,85.0
200.0,200.0
40.0,40.0
225.0,225.0
240.0,240.0
80.0,80.0
150.0,150.0
170.0,170.0
150.0,150.0
43.97,43.91999999999994
235.0,235.0
85.0,85.0
140.0,140.0
51.97,51.969999999999985
32.0,32.0
40.0,40.0
55.0,55.0
51.97,51.969999999999985
120.0,120.0
55.0,55.0
165.0,165.0
35.97,35.96999999999991
135.0,135.0
157.99,157.9899999999998
30.0,30.0
155.0,155.0
32.97,32.97999999999994
50.0,50.0
140.0,140.0
110.0,110.0
65.0,65.0
49.97,49.989999999999974
47.0,47.0
115.0,115.0
105.0,105.0
125.0,125.0
150.0,150.0
133.99,133.98999999999998
85.0,85.0
65.97,65.97000000000001
150.0,150.0
75.0,75.0
35.0,35.0
45.0,45.0
64.0,64.0
35.97,35.96999999999991
175.0,175.0
120.99,120.99000000000038
130.0,130.0
85.0,85.0
95.0,95.0
95.0,95.0
100.97,100.96999999999993
55.0,55.0
95.0,95.0
125.0,125.0
95.0,95.0
75.0,75.0
55.0,55.0
28.0,28.0
29.97,29.969999999999956
100.0,100.0
22.5,22.4941
116.97,116.96999999999987
100.0,100.0
50.0,50.0
47.0,47.0
130.0,130.0
140.0,140.0
63.97,63.970000000000034
120.99,120.99000000000038
175.0,175.0
100.0,100.0
95.0,95.0
225.0,225.0
90.0,90.0
48.97,48.96999999999994
90.0,90.0
150.0,150.0
28.97,28.969999999999956
85.0,85.0
260.0,260.0
85.0,85.0
68.0,68.0
120.0,120.0
170.0,170.0
175.0,175.0
106.97,106.9700000000004
151.97,151.96999999999974
42.0,42.0
80.0,80.0
117.0,116.95
80.0,80.0
135.0,135.0
105.0,105.0
32.97,32.959999999999944
125.0,125.0
40.0,40.0
305.0,305.0
110.0,110.0
70.0,70.0
77.0,77.0
115.0,115.0
115.0,115.0
140.0,140.0
42.0,42.0
147.99,147.9899999999999
31.97,31.969999999999896
82.0,82.0
125.0,125.0
80.0,80.0
50.0,50.0
70.0,70.0
140.0,140.0
175.0,175.0
150.0,150.0
40.0,40.0
135.0,135.0
35.97,35.96999999999993
80.0,80.0
120.0,120.0
170.0,170.0
275.0,275.0
92.97,92.97
40.0,40.0
41.97,41.96999999999989
110.0,110.0
155.0,155.0
125.0,125.0
70.0,70.0
51.97,51.969999999999985
150.0,150.0
260.0,260.0
45.0,45.0
160.0,160.0
60.0,60.0
140.0,140.0
106.97,106.9700000000004
165.0,165.0
92.97,92.97
125.0,125.0
40.0,40.0
100.0,100.0
165.0,165.0
33.97,33.969999999999935
105.0,105.0
60.0,60.0
120.99,120.99000000000038
170.0,170.0
49.97,49.95999999999997
147.99,147.9899999999999
35.97,35.96999999999991
140.0,140.0
90.0,90.0
96.97,96.96999999999997
25.97,25.969999999999963
45.0,45.0
115.0,115.0
120.0,120.0
44.97,44.96999999999991
125.0,125.0
70.0,70.0
55.0,55.0
80.0,80.0
235.0,235.0
80.0,80.0
70.0,70.0
32.97,32.96999999999994
330.0,330.0
51.97,51.969999999999985
80.0,80.0
37.0,37.0
80.0,80.0
90.0,90.0
100.0,100.0
106.97,106.9700000000004
100.0,100.0
100.0,100.0
75.0,75.0
102.0,102.0
130.0,130.0
100.0,100.0
125.0,125.0
120.0,120.0
45.0,45.0
85.0,85.0
185.0,185.0
68.97,68.97000000000004
120.99,120.99000000000038
180.0,180.0
31.97,31.969999999999896
135.0,135.0
70.0,70.0
110.0,110.0
35.97,35.979999999999926
210.0,210.0
75.0,75.0
45.0,45.0
150.0,150.0
60.0,60.0
180.0,180.0
260.0,260.0
155.0,155.0
126.99,126.9899999999998
122.99,122.9899999999998
70.0,70.0
160.0,160.0
58.0,58.0
60.0,60.0
30.0,30.0
210.0,210.0
150.0,150.0
135.0,135.0
90.0,90.0
115.0,115.0
45.0,45.0
157.99,157.9899999999998
61.97,61.97000000000003
90.0,90.0
120.0,120.0
80.0,80.0
70.97,70.90000000000005
37.0,37.0
55.0,55.0
175.0,175.0
70.0,70.0
42.0,42.0
225.0,225.0
210.0,210.0
97.97,97.96999999999997
62.97,62.970000000000006
42.0,42.0
74.97,74.97000000000006
100.0,100.0
125.0,125.0
40.0,40.0
210.0,210.0
150.0,150.0
38.0,38.0
130.0,130.0
77.97,77.98000000000008
210.0,210.0
39.97,39.969999999999914
28.97,28.969999999999956
115.0,115.0
65.0,65.0
68.0,68.0
50.0,50.0
105.0,105.0
80.0,80.0
115.0,115.0
105.0,105.0
120.99,120.99000000000038
90.0,90.0
48.0,48.0
50.0,50.0
100.0,100.0
100.0,100.0
120.0,120.0
68.0,68.0
85.0,85.0
106.97,106.9700000000004
90.0,90.0
28.0,28.0
110.0,110.0
205.0,205.0
85.0,85.0
21.97,21.96999999999999
31.97,31.969999999999896
120.0,120.0
330.0,330.0
85.0,85.0
140.0,140.0
108.0,108.0
122.99,122.9899999999998
100.0,100.0
96.97,96.96999999999997
70.0,70.0
190.0,190.0
145.0,145.0
235.0,235.0
40.0,40.0
130.0,130.0
120.99,120.99000000000038
76.97,76.97000000000007
165.0,165.0
60.0,60.0
128.0,128.0
55.0,55.0
100.0,100.0
53.0,53.0
100.0,100.0
295.0,295.0
85.0,85.0
135.0,135.0
270.0,270.0
58.0,58.0
40.0,40.0
30.0,30.0
75.0,75.0
89.97,89.97
85.0,85.0
20.0,20.0
28.97,28.969999999999956
200.0,200.0
110.0,110.0
285.0,285.0
90.0,90.0
40.0,40.0
32.97,32.96999999999994
150.0,150.0
62.97,62.970000000000006
225.0,225.0
230.0,230.0
145.0,145.0
145.0,145.0
225.0,225.0
130.0,130.0
45.0,45.0
170.0,170.0
67.0,67.0
120.0,120.0
128.0,128.0
115.0,115.0
100.0,100.0
47.5,47.5
100.0,100.0
120.99,120.99000000000038
65.0,65.0
24.97,24.969999999999974
55.0,55.0
120.0,120.0
150.0,150.0
75.0,75.0
115.0,115.0
35.97,35.96999999999991
69.97,69.97000000000003
145.0,145.0
30.0,30.0
200.0,200.0
80.0,80.0
36.97,36.96999999999992
92.97,92.97
65.0,65.0
70.0,70.0
64.0,64.0
375.0,375.0
125.0,125.0
120.0,120.0
130.0,130.0
65.0,65.0
235.0,235.0
85.0,85.0
156.97,156.96999999999971
95.0,95.0
220.0,220.0
40.0,40.0
90.0,90.0
115.0,115.0
92.97,92.97
75.0,75.0
375.0,375.0
175.0,175.0
115.0,115.0
90.0,90.0
155.0,155.0
12.97,12.88000000000002
170.0,170.0
95.0,95.0
55.0,55.0
160.0,160.0
140.0,140.0
44.97,44.96999999999991
64.0,64.0
78.0,78.0
90.0,90.0
37.0,37.0
82.0,82.0
175.0,175.0
28.0,28.0
35.0,35.0
35.97,35.96999999999991
45.0,45.0
51.97,51.969999999999985
32.0,32.0
75.0,75.0
210.0,210.0
100.0,100.0
180.0,180.0
160.0,160.0
60.0,60.0
75.0,75.0
50.0,50.0
65.0,65.0
70.0,70.0
160.97,160.96999999999971
41.97,41.96999999999989
225.0,225.0
175.0,175.0
170.0,170.0
175.0,175.0
65.0,65.0
74.97,74.97000000000006
200.0,200.0
46.0,46.0
235.0,235.0
113.97,113.96999999999987
115.0,115.0
75.97,75.97000000000004
130.0,130.0
60.0,60.0
45.0,45.0
45.0,45.0
75.0,75.0
210.0,210.0
100.0,100.0
85.0,85.0
65.0,65.0
110.0,110.0
120.0,120.0
42.0,42.0
82.97,82.97000000000006
50.0,50.0
145.0,145.0
75.0,75.0
95.0,95.0
142.97,142.96999999999977
135.0,135.0
90.0,90.0
85.0,85.0
35.97,35.96999999999991
180.0,180.0
135.0,135.0
85.0,85.0
100.0,100.0
115.0,115.0
170.0,170.0
160.0,160.0
155.0,155.0
28.0,28.0
94.97,94.96999999999998
200.0,200.0
70.0,70.0
98.97,98.99999999999994
65.0,65.0
45.0,45.0
120.0,120.0
74.97,74.97000000000006
56.0,56.0
140.0,140.0
130.0,130.0
58.97,58.9700000000001
85.97,85.97000000000007
150.0,150.0
22.97,22.845299999999998
45.0,45.0
54.5,54.5
35.0,35.0
32.0,32.0
76.97,76.97000000000007
42.0,42.0
100.0,100.0
180.0,180.0
89.97,89.97
45.0,45.0
170.0,170.0
270.0,270.0
110.0,110.0
102.0,102.0
126.99,126.9899999999998
70.0,70.0
25.97,25.969999999999963
110.0,110.0
35.0,35.0
35.0,35.0
54.5,54.465
110.0,110.0
235.0,235.0
35.0,35.0
90.0,90.0
80.0,80.0
210.0,210.0
75.0,75.0
80.0,80.0
42.0,42.0
168.0,168.77
125.0,125.0
140.0,140.0
28.97,28.969999999999956
95.0,95.0
85.0,85.0
65.0,65.0
31.97,31.969999999999896
105.0,105.0
75.0,75.0
95.0,95.0
75.97,75.88000000000007
115.0,115.0
75.0,75.0
145.0,145.0
65.97,65.97000000000001
80.0,80.0
125.0,125.0
50.0,50.0
105.0,105.0
27.0,27.0
28.97,28.969999999999956
65.0,65.0
105.0,105.0
82.0,82.0
285.0,285.0
80.0,80.0
142.97,142.96999999999977
48.0,48.0
65.0,65.0
80.97,80.97000000000007
130.0,130.0
125.0,125.0
215.0,215.0
32.0,32.0
45.0,45.0
85.0,85.0
110.0,110.0
375.0,375.0
100.0,100.0
70.0,70.0
70.0,70.0
75.0,75.0
42.0,42.0
34.0,34.0
85.0,85.0
34.0,34.0
24.97,24.969999999999967
63.97,63.970000000000034
61.97,61.97000000000003
115.0,115.0
200.0,200.0
68.0,68.0
86.97,86.97000000000004
42.0,42.0
190.0,190.0
95.0,95.0
80.0,80.0
160.0,160.0
55.0,55.0
35.0,35.0
170.0,170.0
245.0,245.0
41.97,41.96999999999989
90.0,90.0
42.0,42.0
70.0,70.0
